playerName,round,position,action,potSize,winProb,aggression
Gr^zz,River,1,br,22,0.999,0.5333
MrX,River,0,ck,24,0.6737,0.3333
MrX,Preflop,0,ck,4,0.5441,0.3023
Gr^zz,Preflop,1,br,6,0.6446,0.5882
MrX,Preflop,0,ck,8,0.5441,0.3023
MrX,Flop,0,br,10,0.4362,0.3023
Gr^zz,Flop,1,br,14,0.8792,0.5882
MrX,Flop,0,ck,16,0.4362,0.3023
MrX,Turn,0,ck,16,0.3044,0.3023
Gr^zz,Turn,1,br,18,0.8225,0.5882
MrX,Turn,0,ck,20,0.3044,0.3023
MrX,River,0,ck,20,0.0939,0.3023
Gr^zz,River,1,br,22,0.5808,0.5882
MrX,River,0,ck,24,0.0939,0.3023
MrX,Preflop,0,br,6,0.569,0.3529
Gr^zz,Preflop,1,br,10,0.6871,0.6154
MrX,Preflop,0,br,14,0.569,0.3529
Gr^zz,Preflop,1,br,18,0.6871,0.6154
MrX,Preflop,0,br,22,0.569,0.3529
Gr^zz,Preflop,1,br,26,0.6871,0.6154
MrX,Preflop,0,ck,28,0.569,0.3529
MrX,Flop,0,br,30,0.4489,0.3529
Gr^zz,Flop,1,br,34,0.6815,0.6154
MrX,Flop,0,ck,36,0.4489,0.3529
MrX,Turn,0,ck,36,0.4699,0.3529
Gr^zz,Turn,1,ck,36,0.6193,0.6154
MrX,River,0,br,38,0.6889,0.3529
Gr^zz,River,1,ck,40,0.5707,0.6154
MrX,Preflop,0,ck,4,0.4069,0.3793
Gr^zz,Preflop,1,br,6,0.6253,0.6279
MrX,Preflop,0,ck,8,0.4069,0.3793
MrX,Flop,0,br,10,0.648,0.3793
Gr^zz,Flop,1,br,14,0.8296,0.6279
MrX,Flop,0,ck,16,0.648,0.3793
MrX,Turn,0,br,18,0.7792,0.3793
Gr^zz,Turn,1,br,22,0.748,0.6279
MrX,Turn,0,br,26,0.7792,0.3793
Gr^zz,Turn,1,ck,28,0.748,0.6279
MrX,River,0,br,30,0.9919,0.3793
Gr^zz,River,1,ck,32,0.8242,0.6279
MrX,Preflop,0,ck,4,0.4254,0.3692
Gr^zz,Preflop,1,br,6,0.5615,0.6522
MrX,Preflop,0,ck,8,0.4254,0.3692
MrX,Flop,0,br,10,0.6289,0.3692
Gr^zz,Flop,1,br,14,0.5038,0.6522
MrX,Flop,0,ck,16,0.6289,0.3692
MrX,Turn,0,ck,16,0.5923,0.3692
Gr^zz,Turn,1,br,18,0.3952,0.6522
MrX,Turn,0,ck,20,0.5923,0.3692
MrX,River,0,br,22,0.7707,0.3692
Gr^zz,River,1,ck,24,0.397,0.6522
horseplay,Preflop,1,ck,4,0.373,0.36
horseplay,Flop,1,br,6,0.3277,0.36
horseplay,Turn,1,ck,12,0.4944,0.36
horseplay,River,1,ck,16,0.9879,0.36
horseplay,Preflop,1,ck,4,0.4606,0.3214
horseplay,Flop,1,ck,8,0.7553,0.3214
horseplay,Turn,1,ck,8,0.7359,0.3214
horseplay,River,1,ck,8,0.7071,0.3214
pete,Preflop,0,ck,4,0.4568,0.2308
horseplay,Preflop,1,ck,4,0.3808,0.2903
pete,Flop,0,ck,4,0.664,0.2308
horseplay,Flop,1,ck,4,0.2443,0.2903
pete,Turn,0,ck,4,0.692,0.2308
horseplay,Turn,1,ck,4,0.1412,0.2903
pete,River,0,ck,4,0.6626,0.2308
horseplay,River,1,ck,4,0.4727,0.2903
pete,Preflop,0,br,6,0.4971,0.2353
horseplay,Preflop,1,ck,8,0.5341,0.2647
pete,Flop,0,ck,8,0.2864,0.2353
horseplay,Flop,1,ck,8,0.4592,0.2647
pete,Turn,0,ck,8,0.1979,0.2353
horseplay,Turn,1,ck,8,0.3698,0.2647
pete,River,0,ck,8,0.1586,0.2353
horseplay,River,1,ck,8,0.3202,0.2647
pete,Preflop,0,ck,4,0.499,0.1905
horseplay,Preflop,1,ck,4,0.452,0.2432
pete,Flop,0,ck,4,0.3078,0.1905
horseplay,Flop,1,ck,4,0.4696,0.2432
pete,Turn,0,ck,4,0.3291,0.1905
horseplay,Turn,1,ck,4,0.482,0.2432
pete,River,0,ck,4,0.5202,0.1905
horseplay,River,1,ck,4,0.4051,0.2432
horseplay,Preflop,0,ck,4,0.6572,0.2195
pete,Preflop,1,ck,4,0.3874,0.1667
horseplay,Flop,0,ck,4,0.6245,0.2195
pete,Flop,1,ck,4,0.2787,0.1667
horseplay,Turn,0,ck,4,0.5685,0.2195
pete,Turn,1,ck,4,0.1826,0.1667
horseplay,River,0,ck,4,0.4687,0.2195
pete,River,1,ck,4,0.1879,0.1667
horseplay,Preflop,0,ck,4,0.4606,0.2083
pete,Preflop,1,br,6,0.5817,0.2857
horseplay,Preflop,0,ck,8,0.4606,0.2083
horseplay,Flop,0,br,10,0.6854,0.2083
pete,Flop,1,br,14,0.871,0.2857
horseplay,Flop,0,ck,16,0.6854,0.2083
horseplay,Turn,0,ck,16,0.6412,0.2083
pete,Turn,1,br,18,0.9701,0.2857
horseplay,Turn,0,ck,20,0.6412,0.2083
horseplay,River,0,ck,20,0.8687,0.2083
pete,River,1,br,22,0.9869,0.2857
horseplay,River,0,ck,24,0.8687,0.2083
pete,Preflop,0,br,6,0.5473,0.375
horseplay,Preflop,1,ck,8,0.4381,0.2115
pete,Flop,0,br,10,0.905,0.375
horseplay,Flop,1,ck,12,0.3881,0.2115
pete,Turn,0,br,14,0.8759,0.375
horseplay,Turn,1,ck,16,0.1909,0.2115
pete,River,0,br,18,0.6495,0.375
horseplay,River,1,br,22,1,0.2115
pete,River,0,ck,24,0.6495,0.375
pete,Preflop,0,ck,4,0.391,0.3333
horseplay,Preflop,1,ck,4,0.3483,0.2
pete,Flop,0,ck,4,0.2512,0.3333
horseplay,Flop,1,ck,4,0.5694,0.2
pete,Turn,0,ck,4,0.5939,0.3333
horseplay,Turn,1,ck,4,0.5048,0.2
pete,River,0,ck,4,0.7222,0.3333
horseplay,River,1,ck,4,0.604,0.2
horseplay,Preflop,0,ck,4,0.5125,0.1864
pete,Preflop,1,ck,4,0.35,0.3077
horseplay,Flop,0,ck,4,0.4801,0.1864
pete,Flop,1,ck,4,0.1873,0.3077
horseplay,Turn,0,ck,4,0.4578,0.1864
pete,Turn,1,ck,4,0.1709,0.3077
horseplay,River,0,ck,4,0.4899,0.1864
pete,River,1,ck,4,0.2919,0.3077
pete,Preflop,0,ck,4,0.3206,0.2791
horseplay,Preflop,1,ck,4,0.4933,0.1774
pete,Flop,0,ck,4,0.1781,0.2791
horseplay,Flop,1,ck,4,0.3637,0.1774
pete,Turn,0,ck,4,0.1671,0.2791
horseplay,Turn,1,ck,4,0.2821,0.1774
pete,River,0,ck,4,0.1141,0.2791
horseplay,River,1,ck,4,0.2636,0.1774
wsk,Preflop,0,ck,4,0.4865,0.6364
wsk,Flop,0,ck,4,0.3491,0.6364
wsk,Turn,0,ck,4,0.2805,0.6364
wsk,River,0,br,6,0.2707,0.6364
sjack,Preflop,0,ck,4,0.5163,0.2143
wsk,Preflop,1,ck,4,0.4606,0.6667
sjack,Flop,0,ck,4,0.7977,0.2143
wsk,Flop,1,br,6,0.5842,0.6667
sjack,Flop,0,ck,8,0.7976,0.2143
sjack,Turn,0,ck,8,0.7166,0.2143
wsk,Turn,1,br,10,0.5745,0.6667
sjack,Turn,0,ck,12,0.7166,0.2143
sjack,River,0,ck,12,0.5636,0.2143
wsk,River,1,br,14,0.5434,0.6667
sjack,River,0,ck,16,0.5636,0.2143
sjack,Preflop,0,ck,4,0.4069,0.1429
wsk,Preflop,1,br,6,0.7166,0.7368
sjack,Preflop,0,ck,8,0.4069,0.1429
sjack,Flop,0,ck,8,0.645,0.1429
wsk,Flop,1,br,10,0.7012,0.7368
sjack,Flop,0,ck,12,0.645,0.1429
sjack,Turn,0,ck,12,0.6627,0.1429
wsk,Turn,1,br,14,0.7079,0.7368
sjack,Turn,0,ck,16,0.6627,0.1429
sjack,River,0,ck,16,0.7141,0.1429
wsk,River,1,br,18,0.7414,0.7368
sjack,River,0,ck,20,0.7141,0.1429
wsk,Preflop,0,br,6,0.5283,0.6957
sjack,Preflop,1,ck,8,0.4606,0.125
wsk,Flop,0,ck,8,0.4512,0.6957
sjack,Flop,1,ck,8,0.3225,0.125
wsk,Turn,0,ck,8,0.3937,0.6957
sjack,Turn,1,ck,8,0.3393,0.125
wsk,River,0,br,10,0.4919,0.6957
sjack,River,1,ck,12,0.2919,0.125
sjack,Preflop,0,ck,4,0.451,0.1034
wsk,Preflop,1,ck,4,0.3742,0.6667
sjack,Flop,0,ck,4,0.3358,0.1034
wsk,Flop,1,ck,4,0.5622,0.6667
sjack,Turn,0,ck,4,0.5276,0.1034
wsk,Turn,1,br,6,0.5908,0.6667
sjack,Turn,0,ck,8,0.5276,0.1034
sjack,River,0,ck,8,0.4384,0.1034
wsk,River,1,br,10,0.5162,0.6667
sjack,River,0,ck,12,0.4384,0.1034
wsk,Preflop,0,ck,4,0.5587,0.5294
sjack,Preflop,1,br,6,0.6572,0.2121
wsk,Preflop,0,ck,8,0.5587,0.5294
wsk,Flop,0,ck,8,0.4768,0.5294
sjack,Flop,1,br,10,0.9147,0.2121
wsk,Flop,0,ck,12,0.4768,0.5294
wsk,Turn,0,ck,12,0.4348,0.5294
sjack,Turn,1,br,14,0.8656,0.2121
wsk,Turn,0,ck,16,0.4348,0.5294
wsk,River,0,ck,16,0.4293,0.5294
sjack,River,1,br,18,0.9818,0.2121
wsk,River,0,ck,20,0.4293,0.5294
sjack,Preflop,0,ck,4,0.3316,0.2051
wsk,Preflop,1,ck,4,0.4981,0.5526
sjack,Flop,0,br,6,0.5348,0.2051
wsk,Flop,1,br,10,0.7432,0.5526
sjack,Flop,0,ck,12,0.5348,0.2051
sjack,Turn,0,ck,12,0.4736,0.2051
wsk,Turn,1,br,14,0.8481,0.5526
sjack,Turn,0,ck,16,0.4736,0.2051
sjack,River,0,ck,16,0.4293,0.2051
wsk,River,1,br,18,0.9101,0.5526
sjack,River,0,ck,20,0.4293,0.2051
wsk,Preflop,0,br,6,0.635,0.5532
sjack,Preflop,1,ck,8,0.373,0.3043
wsk,Flop,0,br,10,0.6959,0.5532
sjack,Flop,1,br,14,0.9074,0.3043
wsk,Flop,0,br,18,0.6959,0.5532
sjack,Flop,1,br,22,0.9074,0.3043
wsk,Flop,0,br,26,0.6959,0.5532
sjack,Flop,1,br,30,0.9074,0.3043
wsk,Flop,0,br,34,0.6959,0.5532
sjack,Flop,1,br,38,0.9074,0.3043
wsk,Flop,0,ck,40,0.6959,0.5532
wsk,Turn,0,ck,40,0.7728,0.5532
sjack,Turn,1,br,42,0.9411,0.3043
wsk,Turn,0,ck,44,0.7728,0.5532
wsk,River,0,ck,44,0.8475,0.5532
sjack,River,1,br,46,0.9566,0.3043
wsk,River,0,ck,48,0.8475,0.5532
wsk,Preflop,0,br,6,0.6043,0.5263
wsk,Preflop,0,br,14,0.6043,0.5263
wsk,Preflop,0,br,22,0.6043,0.5263
wsk,Preflop,0,br,30,0.6043,0.5263
wsk,Preflop,0,ck,36,0.6043,0.5263
wsk,Flop,0,ck,36,0.8147,0.5263
wsk,Flop,0,ck,40,0.8148,0.5263
wsk,Turn,0,ck,40,0.7929,0.5263
wsk,Turn,0,ck,44,0.7929,0.5263
wsk,River,0,ck,44,0.7667,0.5263
wsk,River,0,ck,48,0.7667,0.5263
wsk,Preflop,0,ck,4,0.5938,0.4615
perfecto3,Preflop,1,ck,4,0.5716,0.8
wsk,Flop,0,ck,4,0.4901,0.4615
perfecto3,Flop,1,br,6,0.4916,0.8
wsk,Flop,0,ck,8,0.4902,0.4615
wsk,Turn,0,ck,8,0.4185,0.4615
perfecto3,Turn,1,ck,8,0.4185,0.8
wsk,River,0,ck,8,0.3202,0.4615
perfecto3,River,1,ck,8,0.3202,0.8
perfecto3,Preflop,1,ck,8,0.3492,0.6154
perfecto3,Flop,1,ck,12,0.4867,0.6154
perfecto3,Turn,1,ck,12,0.3791,0.6154
perfecto3,River,1,ck,12,0.0333,0.6154
perfecto3,Preflop,0,ck,4,0.3306,0.4706
perfecto3,Flop,0,ck,4,0.5632,0.4706
perfecto3,Turn,0,ck,4,0.517,0.4706
perfecto3,River,0,ck,4,0.4485,0.4706
perfecto3,Preflop,0,ck,4,0.449,0.4091
slap,Preflop,1,ck,4,0.4384,0.3636
perfecto3,Flop,0,ck,4,0.3039,0.4091
slap,Flop,1,ck,4,0.811,0.3636
perfecto3,Turn,0,br,6,0.7686,0.4091
slap,Turn,1,br,10,0.8471,0.3636
perfecto3,Turn,0,ck,12,0.7686,0.4091
perfecto3,River,0,ck,12,0.7859,0.4091
slap,River,1,br,14,0.9909,0.3636
perfecto3,River,0,ck,16,0.7859,0.4091
slap,Preflop,0,br,6,0.6253,0.5625
perfecto3,Preflop,1,ck,8,0.4571,0.3846
slap,Flop,0,br,10,0.818,0.5625
perfecto3,Flop,1,br,14,0.777,0.3846
slap,Flop,0,br,18,0.8181,0.5625
perfecto3,Flop,1,ck,20,0.777,0.3846
slap,Turn,0,br,22,0.7865,0.5625
perfecto3,Turn,1,ck,24,0.7833,0.3846
slap,River,0,br,26,0.803,0.5625
perfecto3,River,1,ck,28,0.7677,0.3846
perfecto3,Preflop,0,ck,4,0.3206,0.3125
slap,Preflop,1,br,6,0.5294,0.5789
perfecto3,Preflop,0,ck,8,0.3206,0.3125
perfecto3,Flop,0,ck,8,0.5625,0.3125
slap,Flop,1,br,10,0.5239,0.5789
perfecto3,Flop,0,ck,12,0.5625,0.3125
perfecto3,Turn,0,ck,12,0.5214,0.3125
slap,Turn,1,ck,12,0.4432,0.5789
perfecto3,River,0,ck,12,0.4556,0.3125
slap,River,1,ck,12,0.3202,0.5789
perfecto3,Preflop,1,ck,4,0.5574,0.3143
perfecto3,Flop,1,ck,4,0.9198,0.3143
perfecto3,Turn,1,br,6,0.8806,0.3143
perfecto3,River,1,ck,12,0.7939,0.3143
perfecto3,Preflop,0,ck,4,0.4781,0.2821
slap,Preflop,1,ck,4,0.4971,0.4444
perfecto3,Flop,0,ck,4,0.3813,0.2821
slap,Flop,1,ck,4,0.3919,0.4444
perfecto3,Turn,0,ck,4,0.3529,0.2821
slap,Turn,1,ck,4,0.4113,0.4444
perfecto3,River,0,ck,4,0.2596,0.2821
slap,River,1,ck,4,0.3465,0.4444
perfecto3,Preflop,0,ck,4,0.4331,0.2391
slap,Preflop,1,br,6,0.6156,0.5161
perfecto3,Preflop,0,ck,8,0.4331,0.2391
perfecto3,Flop,0,ck,8,0.6115,0.2391
slap,Flop,1,br,10,0.6598,0.5161
perfecto3,Flop,0,ck,12,0.6115,0.2391
perfecto3,Turn,0,ck,12,0.4651,0.2391
slap,Turn,1,br,14,0.8821,0.5161
perfecto3,Turn,0,ck,16,0.4651,0.2391
perfecto3,River,0,ck,16,0.8,0.2391
slap,River,1,br,18,0.9818,0.5161
perfecto3,River,0,ck,20,0.8,0.2391
perfecto3,Preflop,0,ck,4,0.3206,0.2264
slap,Preflop,1,br,6,0.6871,0.5588
perfecto3,Preflop,0,ck,8,0.3206,0.2264
perfecto3,Flop,0,br,10,0.6432,0.2264
slap,Flop,1,br,14,0.6576,0.5588
perfecto3,Flop,0,ck,16,0.6432,0.2264
perfecto3,Turn,0,ck,16,0.8156,0.2264
slap,Turn,1,br,18,0.5976,0.5588
perfecto3,Turn,0,ck,20,0.8156,0.2264
perfecto3,River,0,ck,20,0.9434,0.2264
slap,River,1,ck,20,0.5192,0.5588
perfecto3,Preflop,0,ck,4,0.3767,0.2105
slap,Preflop,1,ck,4,0.4899,0.5135
perfecto3,Flop,0,ck,4,0.2182,0.2105
slap,Flop,1,ck,4,0.3762,0.5135
perfecto3,Turn,0,ck,4,0.1913,0.2105
slap,Turn,1,ck,4,0.3144,0.5135
perfecto3,River,0,ck,4,0.0495,0.2105
slap,River,1,ck,4,0.3323,0.5135
mescalito,Preflop,0,ck,4,0.3572,0.3636
mescalito,Flop,0,ck,4,0.171,0.3636
mescalito,Turn,0,ck,4,0.2386,0.3636
mescalito,River,0,ck,4,0.0091,0.3636
greg,Preflop,0,br,6,0.5944,0.4667
mescalito,Preflop,1,br,10,0.8493,0.5333
greg,Preflop,0,ck,12,0.5944,0.4667
greg,Flop,0,br,14,0.8591,0.4667
mescalito,Flop,1,br,18,0.8746,0.5333
greg,Flop,0,ck,20,0.8591,0.4667
greg,Turn,0,br,22,0.8501,0.4667
mescalito,Turn,1,br,26,0.8421,0.5333
greg,Turn,0,ck,28,0.8501,0.4667
greg,River,0,ck,28,0.8646,0.4667
mescalito,River,1,br,30,0.8869,0.5333
greg,River,0,ck,32,0.8646,0.4667
mescalito,Preflop,0,ck,4,0.5944,0.4
greg,Preflop,1,ck,4,0.4571,0.4444
mescalito,Flop,0,ck,4,0.513,0.4
greg,Flop,1,br,6,0.6937,0.4444
mescalito,Flop,0,ck,8,0.5129,0.4
mescalito,Turn,0,ck,8,0.5031,0.4
greg,Turn,1,ck,8,0.6444,0.4444
mescalito,River,0,ck,8,0.397,0.4
greg,River,1,ck,8,0.5909,0.4444
mescalito,Preflop,0,ck,4,0.5163,0.375
greg,Preflop,1,ck,4,0.5587,0.381
mescalito,Flop,0,ck,4,0.4793,0.375
greg,Flop,1,ck,4,0.544,0.381
mescalito,Turn,0,ck,4,0.407,0.375
greg,Turn,1,ck,4,0.554,0.381
mescalito,River,0,br,6,0.9596,0.375
greg,River,1,ck,8,0.4697,0.381
mescalito,Preflop,1,ck,8,0.5849,0.3704
mescalito,Flop,1,br,10,0.4539,0.3704
mescalito,Turn,1,ck,12,0.3632,0.3704
mescalito,River,1,ck,16,0.3848,0.3704
pete,Preflop,1,br,6,0.7466,0.3333
pete,Flop,1,br,10,0.7639,0.3333
pete,Turn,1,br,14,0.7919,0.3333
pete,Turn,1,ck,20,0.7919,0.3333
pete,River,1,br,26,0.9313,0.3333
Winner777,Preflop,0,br,6,0.6253,0.125
Winner777,Preflop,0,ck,12,0.6253,0.125
Winner777,Flop,0,ck,12,0.7544,0.125
Winner777,Flop,0,ck,16,0.7544,0.125
Winner777,Turn,0,br,18,0.7494,0.125
Winner777,Turn,0,ck,24,0.7494,0.125
Winner777,River,0,ck,24,0.7889,0.125
Jime1,Preflop,0,ck,4,0.569,0.3
Jime1,Flop,0,ck,4,0.4345,0.3
Jime1,Turn,0,ck,4,0.3045,0.3
Jime1,River,0,ck,4,0.2404,0.3
sagerbot,Preflop,0,ck,4,0.4282,0.4615
Jime1,Preflop,1,ck,4,0.451,0.3571
sagerbot,Flop,0,br,6,0.8532,0.4615
Jime1,Flop,1,br,10,0.5704,0.3571
sagerbot,Flop,0,br,14,0.8532,0.4615
Jime1,Flop,1,ck,16,0.5704,0.3571
sagerbot,Turn,0,br,18,0.8899,0.4615
Jime1,Turn,1,br,22,0.5221,0.3571
sagerbot,Turn,0,ck,24,0.8899,0.4615
sagerbot,River,0,ck,24,0.8687,0.4615
Jime1,River,1,ck,24,0.4121,0.3571
Jime1,Preflop,0,br,6,0.5679,0.4444
sagerbot,Preflop,1,ck,8,0.4568,0.375
Jime1,Flop,0,br,10,0.4404,0.4444
sagerbot,Flop,1,ck,12,0.446,0.375
Jime1,Turn,0,br,14,0.4404,0.4444
sagerbot,Turn,1,ck,16,0.2927,0.375
Jime1,River,0,ck,16,0.3727,0.4444
sagerbot,River,1,ck,16,0.1303,0.375
Jime1,Preflop,0,br,6,0.7166,0.5217
sagerbot,Preflop,1,ck,8,0.5125,0.35
Jime1,Flop,0,br,10,0.7824,0.5217
sagerbot,Flop,1,br,14,0.6971,0.35
Jime1,Flop,0,br,18,0.7824,0.5217
sagerbot,Flop,1,ck,20,0.6972,0.35
Jime1,Turn,0,br,22,0.8137,0.5217
sagerbot,Turn,1,ck,24,0.6484,0.35
Jime1,River,0,ck,24,0.7636,0.5217
sagerbot,River,1,ck,24,0.6303,0.35
sagerbot,Preflop,0,br,6,0.6572,0.48
Jime1,Preflop,1,ck,8,0.5944,0.4815
sagerbot,Flop,0,br,10,0.7119,0.48
Jime1,Flop,1,br,14,0.567,0.4815
sagerbot,Flop,0,br,18,0.7118,0.48
Jime1,Flop,1,ck,20,0.5671,0.4815
sagerbot,Turn,0,br,22,0.9949,0.48
Jime1,Turn,1,ck,24,0.4771,0.4815
sagerbot,River,0,br,26,0.999,0.48
Jime1,River,1,ck,28,0.2434,0.4815
Jime1,Preflop,0,ck,4,0.6043,0.5161
sagerbot,Preflop,1,ck,4,0.605,0.4286
Jime1,Flop,0,br,6,0.512,0.5161
sagerbot,Flop,1,ck,8,0.509,0.4286
Jime1,Turn,0,br,10,0.9659,0.5161
sagerbot,Turn,1,ck,12,0.4525,0.4286
Jime1,River,0,br,14,0.9879,0.5161
sagerbot,River,1,ck,16,0.8283,0.4286
Jime1,Preflop,0,ck,4,0.7166,0.5278
sagerbot,Preflop,1,ck,4,0.4865,0.4062
Jime1,Flop,0,ck,4,0.6378,0.5278
sagerbot,Flop,1,br,6,0.6842,0.4062
Jime1,Flop,0,br,10,0.6379,0.5278
sagerbot,Flop,1,ck,12,0.6843,0.4062
Jime1,Turn,0,br,14,0.6152,0.5278
sagerbot,Turn,1,ck,16,0.6095,0.4062
Jime1,River,0,br,18,0.6384,0.5278
sagerbot,River,1,ck,20,0.7919,0.4062
Jime1,Preflop,0,ck,4,0.4893,0.475
sagerbot,Preflop,1,ck,4,0.4331,0.3714
Jime1,Flop,0,ck,4,0.3165,0.475
sagerbot,Flop,1,ck,4,0.2547,0.3714
Jime1,Turn,0,ck,4,0.3198,0.475
sagerbot,Turn,1,ck,4,0.1903,0.3714
Jime1,River,0,ck,4,0.2444,0.475
sagerbot,River,1,ck,4,0.1768,0.3714
sagerbot,Preflop,0,ck,4,0.4781,0.3415
sagerbot,Flop,0,br,6,0.694,0.3415
sagerbot,Flop,0,ck,12,0.694,0.3415
sagerbot,Turn,0,ck,12,0.6111,0.3415
sagerbot,Turn,0,ck,16,0.6111,0.3415
sagerbot,River,0,ck,16,0.6192,0.3415
sagerbot,River,0,ck,20,0.6192,0.3415
Jime1,Preflop,0,ck,4,0.4282,0.449
sagerbot,Preflop,1,ck,4,0.4337,0.3409
Jime1,Flop,0,ck,4,0.3821,0.449
sagerbot,Flop,1,br,6,0.5613,0.3409
Jime1,Flop,0,ck,8,0.3821,0.449
Jime1,Turn,0,ck,8,0.6945,0.449
sagerbot,Turn,1,ck,8,0.5035,0.3409
Jime1,River,0,ck,8,0.6212,0.449
sagerbot,River,1,ck,8,0.4444,0.3409
Jime1,Preflop,0,ck,4,0.5849,0.4074
sagerbot,Preflop,1,ck,4,0.3171,0.3404
Jime1,Flop,0,ck,4,0.5763,0.4074
sagerbot,Flop,1,ck,4,0.2427,0.3404
Jime1,Turn,0,ck,4,0.529,0.4074
sagerbot,Turn,1,br,6,0.5342,0.3404
Jime1,Turn,0,ck,8,0.529,0.4074
Jime1,River,0,ck,8,0.4899,0.4074
sagerbot,River,1,ck,8,0.5879,0.3404
Jime1,Preflop,0,ck,4,0.3853,0.3833
sagerbot,Preflop,1,br,6,0.635,0.36
Jime1,Preflop,0,ck,8,0.3853,0.3833
Jime1,Flop,0,ck,8,0.6012,0.3833
sagerbot,Flop,1,br,10,0.515,0.36
Jime1,Flop,0,ck,12,0.6011,0.3833
Jime1,Turn,0,ck,12,0.9476,0.3833
sagerbot,Turn,1,ck,12,0.547,0.36
Jime1,River,0,br,14,0.9414,0.3833
sagerbot,River,1,ck,16,0.502,0.36
Jime1,Preflop,1,ck,4,0.4097,0.3594
sagerbot,Preflop,0,br,6,0.555,0.3889
Jime1,Preflop,1,ck,8,0.4097,0.3594
sagerbot,Flop,0,br,10,0.7019,0.3889
Jime1,Flop,1,ck,12,0.6375,0.3594
sagerbot,Turn,0,br,14,0.5586,0.3889
Jime1,Turn,1,ck,16,0.6779,0.3594
sagerbot,River,0,ck,16,0.4586,0.3889
Jime1,River,1,ck,16,0.6081,0.3594
Winner777,Preflop,1,ck,4,0.5587,0.1053
Winner777,Flop,1,ck,4,0.5507,0.1053
Winner777,Turn,1,ck,8,0.4504,0.1053
Winner777,River,1,ck,12,0.7525,0.1053
[],Preflop,1,ck,8,0.5294,0.3
[],Flop,1,ck,12,0.5417,0.3
[],Turn,1,ck,16,0.4594,0.3
[],River,1,ck,16,0.3242,0.3
